name,count
chest wall lymphoma,7
bronchial mucus gland adenoma,7
hypertrophic cardiomyopathy 13,7
Bietti crystalline corneoretinal dystrophy,7
hypertrophic cardiomyopathy 8,7
leptomeninges sarcoma,7
hypertrophic cardiomyopathy 4,7
hypertrophic cardiomyopathy 3,7
hypertrophic cardiomyopathy 6,7
autosomal dominant nonsyndromic deafness 4A,7
gastric small cell carcinoma,7
hypertrophic cardiomyopathy 2,7
cerebral lymphoma,7
esophageal neuroendocrine tumor,7
familial hypobetalipoproteinemia 2,7
conventional central osteosarcoma,7
atransferrinemia,7
Jewett-Marshall bladder cancer,7
spinocerebellar ataxia type 20,7
"autosomal dominant cerebellar ataxia, deafness and narcolepsy",7
spastic ataxia 7,7
multiple congenital anomalies-hypotonia-seizures syndrome 1,7
spastic ataxia 2,7
"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive",7
cranio–lenticulo–sutural dysplasia,7
epidermolysis bullosa simplex with mottled pigmentation,7
Leber congenital amaurosis 2,7
bladder transitional cell papilloma,7
myxofibrosarcoma,7
congenital bilateral aplasia of the vas deferens,7
Greig cephalopolysyndactyly syndrome,7
hypertrophic cardiomyopathy 14,7
hereditary Wilms' tumor,7
spindle cell hemangioma,7
syndromic X-linked intellectual disability 17,7
nervous system benign neoplasm,7
acrofrontofacionasal dysostosis,7
apocrine adenocarcinoma,7
conus medullaris neoplasm,7
parietal foramina,7
kidney pelvis sarcomatoid transitional cell carcinoma,7
kidney pelvis papillary carcinoma,7
ovarian mixed germ cell neoplasm,7
nonencapsulated sclerosing carcinoma,7
retinal melanoma,7
epithelial recurrent erosion dystrophy,7
platelet-type bleeding disorder 9,7
glycogen storage disease IXc,7
benign dermal neurilemmoma,7
maturity-onset diabetes of the young type 7,7
maturity-onset diabetes of the young type 9,7
ceruminoma,7
hypogonadotropic hypogonadism 24 without anosmia,7
malignant giant cell tumor of soft parts,7
spastic ataxia 3,7
spinocerebellar ataxia type 34,7
malignant granular cell skin tumor,7
congenital stationary night blindness 1A,7
sarcomatoid penile squamous cell carcinoma,7
ovarian mucinous adenocarcinoma,7
uveal coloboma-cleft lip and palate-intellectual disability,7
adult choroid plexus cancer,7
White-Sutton syndrome,7
Alzheimer disease 19,7
congenital stationary night blindness autosomal dominant 2,7
amyotrohpic lateral sclerosis type 22,7
autosomal dominant non-syndromic intellectual disability 35,7
congenital stationary night blindness autosomal dominant 1,7
Helsmoortel-Van Der Aa syndrome,7
polycystic kidney disease 2,7
autosomal recessive spinocerebellar ataxia 20,7
congenital bile acid synthesis defect 3,7
schwannoma of ureter,7
congenital bile acid synthesis defect 1,7
autosomal dominant non-syndromic intellectual disability 26,7
autosomal recessive spinocerebellar ataxia 13,7
autosomal recessive spinocerebellar ataxia 17,7
Prader-Willi syndrome due to point mutation,7
retinitis pigmentosa 7,7
malignant eyelid melanoma,7
autosomal recessive spinocerebellar ataxia 12,7
Autosomal recessive multiple epiphyseal dysplasia,7
spinal muscular atrophy with progressive myoclonic epilepsy,7
"spondyloepimetaphyseal dysplasia, Pakistani type",7
gastrointestinal neuroendocrine tumor,7
ovarian mucinous neoplasm,7
Hermansky-Pudlak syndrome 2,7
pontocerebellar hypoplasia type 3,7
central nervous system germinoma,7
pontocerebellar hypoplasia type 4,7
lung meningioma,7
Potocki–Shaffer syndrome,7
progressive osseous heteroplasia,7
X-linked cleft palate with or without ankyloglossia,7
distal hereditary motor neuronopathy type 5,7
congenital Zika virus infection,7
guanidinoacetate methyltransferase deficiency,7
C syndrome,7
Hennekam syndrome,7
hypertrophic cardiomyopathy 17,7
familial temporal lobe epilepsy 4,7
neuronal ceroid lipofuscinosis 7,7
GRN-related frontotemporal lobar degeneration with Tdp43 inclusions,7
thoracic benign neoplasm,7
Revesz syndrome,7
multicentric Castleman disease,7
Qazi Markouizos syndrome,7
junctional epidermolysis bullosa Herlitz type,7
congenital disorder of glycosylation type IIk,7
cataract 36,7
cataract 28,7
spinocerebellar ataxia with axonal neuropathy type 2,7
Griscelli syndrome type 2,7
retinal arterial tortuosity,7
cardiac granular cell neoplasm,7
exocervical carcinoma,7
"acrofacial dysostosis, Weyers type",7
autosomal dominant nonsyndromic deafness 51,7
Schneiderian carcinoma,7
mitochondrial DNA depletion syndrome 2,7
malignant oculomotor nerve tumor,7
mitochondrial DNA depletion syndrome 4b,7
nonsyndromic congenital nail disorder 2,7
benign neoplasm of lymph node,7
nonsyndromic congenital nail disorder 9,7
pontocerebellar hypoplasia type 2A,7
alpha-thalassemia-myelodysplastic syndrome,7
Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,7
nephronophthisis 16,7
adamantinoid basal cell epithelioma,7
sebaceous adenoma,7
paraurethral gland neoplasm,7
autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity,7
retinitis pigmentosa 59,7
malignant gastric germ cell tumor,7
cranial nerve III tumor,7
non-syndromic X-linked intellectual disability 21,7
testicular Leydig cell tumor,7
gastric adenocarcinoma,7
congenital stationary night blindness autosomal dominant 3,7
epididymal neoplasm,7
Schimke immuno-osseous dysplasia,7
autosomal dominant nonsyndromic deafness 20,7
autosomal dominant nonsyndromic deafness 17,7
autosomal recessive nonsyndromic deafness 6,7
retinitis pigmentosa 3,7
Charcot-Marie-Tooth disease axonal type 2X,7
congenital myasthenic syndrome 16,7
autosomal recessive juvenile Parkinson disease 2,7
Bethlem myopathy,7
esophageal adenoid cystic carcinoma,7
"hypertelorism, microtia, facial clefting syndrome",7
glutathione synthetase deficiency,7
skeletal muscle cancer,7
Goldberg-Shprintzen syndrome,7
renal pelvis adenocarcinoma,7
leiomyoma cutis,7
central nervous system rhabdomyosarcoma,7
gallbladder melanoma,7
ataxia-hypogonadism-choroidal dystrophy syndrome,7
autosomal recessive nonsyndromic deafness 18A,7
osteosarcoma arising in bone Paget's disease,7
hemolytic anemia due to diphosphoglycerate mutase deficiency,7
"blepharophimosis-intellectual disability syndrome, Ohdo type",7
pancreatic cystadenocarcinoma,7
Schuurs-Hoeijmakers Syndrome,7
Coffin-Siris syndrome 4,7
familial hemophagocytic lymphohistiocytosis 2,7
prostate transitional cell carcinoma,7
Potocki-Luspski syndrome,7
autosomal dominant non-syndromic intellectual disability 18,7
mediastinum angiosarcoma,7
autosomal dominant non-syndromic intellectual disability 13,7
enhanced S-cone syndrome,7
congenital myasthenic syndrome 15,7
Bartter disease type 2,7
BH4-deficient hyperphenylalaninemia A,7
syndromic X-linked intellectual disability 34,7
colobomatous microphthalmia-rhizomelic dysplasia syndrome,7
autosomal dominant non-syndromic intellectual disability 39,7
congenital myasthenic syndrome 12,7
autosomal dominant non-syndromic intellectual disability 38,7
cauda equina neoplasm,7
syndromic X-linked intellectual disability Abidi type,7
Bartter disease type 4a,7
syndromic X-linked intellectual disability 7,7
Prieto syndrome,7
appendiceal L-cell glucagon-like peptide producing tumor,7
Lisch epithelial corneal dystrophy,7
papillary serous adenocarcinoma,7
Leber congenital amaurosis 4,7
syndromic X-linked intellectual disability Hedera type,7
mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,7
Coffin-Siris syndrome 3,7
small intestine neuroendocrine neoplasm,7
hypotrichosis 4,7
hereditary sensory and autonomic neuropathy type 8,7
Charcot-Marie-Tooth disease type 4,7
autosomal recessive nonsyndromic deafness 31,7
platelet-type bleeding disorder 8,7
adenocarcinoma of the lung,7
malignant biphasic mesothelioma,7
platelet-type bleeding disorder 16,7
hereditary sensory and autonomic neuropathy type 1C,7
nodal marginal zone B cell lymphoma,7
"hypoparathyroidism, familial isolated",7
hypotrichosis 8,7
congenital disorder of glycosylation type IIj,7
Li-Fraumeni syndrome 1,7
autosomal dominant nocturnal frontal lobe epilepsy 4,7
autosomal recessive Kenny-Caffey syndrome,7
gallbladder angiosarcoma,7
diffuse alopecia areata,7
adult brain stem glioma,7
congenital disorder of glycosylation type IIi,7
Griscelli syndrome,7
Pitt-Hopkins syndrome,7
cecum carcinoma,7
autosomal recessive chronic granulomatous disease cytochrome b-positive type I,7
renal carcinoma,7
Dyggve–Melchior–Clausen syndrome,7
patterned macular dystrophy 3,6
hypertrophic cardiomyopathy 18,6
otulipenia,6
distal hereditary motor neuronopathy type 7A,6
predominantly cortical thymoma,6
childhood brain meningioma,6
cone-rod dystrophy 14,6
paranasal sinus sarcoma,6
autosomal recessive nonsyndromic deafness 86,6
age related macular degeneration 14,6
Leber congenital amaurosis 3,6
hypertrophic cardiomyopathy 20,6
pineal gland astrocytoma,6
distal hereditary motor neuronopathy type 7B,6
autosomal recessive disease,6
spinal cord astrocytoma,6
autosomal recessive nonsyndromic deafness 76,6
hypomyelinating leukodystrophy 12,6
malignant fibrous histiocytoma of bone,6
childhood brain germinoma,6
autosomal recessive spinocerebellar ataxia 10,6
appendix adenocarcinoma,6
episodic ataxia type 4,6
hereditary spastic paraplegia 74,6
gnathodiaphyseal dysplasia,6
epithelioma cuniculatum,6
intestinal neuroendocrine benign tumor,6
breast benign neoplasm,6
Her2-receptor positive breast cancer,6
pontocerebellar hypoplasia type 1A,6
extraosseous osteosarcoma,6
pancreatic vasoactive intestinal peptide producing tumor,6
autosomal dominant non-syndromic intellectual disability 40,6
colon neuroendocrine neoplasm,6
pontocerebellar hypoplasia type 6,6
cerebellar astrocytoma,6
liver fibroma,6
central nervous system teratoma,6
branchiootorenal syndrome 1,6
isolated growth hormone deficiency,6
autosomal recessive nonsyndromic deafness 84B,6
craniometaphyseal dysplasia,6
cervical adenosarcoma,6
sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome,6
ocular melanoma,6
neuronal ceroid lipofuscinosis 8,6
holoprosencephaly 9,6
central nervous system lipoma,6
multiple cutaneous and mucosal venous malformations,6
congenital stromal corneal dystrophy,6
autosomal dominant non-syndromic intellectual disability 7,6
"mitochondrial complex V (ATP synthase) deficiency, nuclear type 1",6
familial apolipoprotein C-II deficiency,6
pancreatic hypoplasia-diabetes-congenital heart disease syndrome,6
autosomal recessive early-onset Parkinson disease 7,6
epididymis adenomatoid tumor,6
intestinal hypomagnesemia 1,6
aplasia of lacrimal and salivary glands,6
breast scirrhous carcinoma,6
childhood infratentorial neoplasm,6
IGSF1 deficiency syndrome,6
autosomal recessive nonsyndromic deafness 21,6
immunodeficiency 27A,6
brain stem ependymoma,6
hypertrophic cardiomyopathy 15,6
ovarian angiosarcoma,6
autosomal dominant non-syndromic intellectual disability 9,6
aortic malignant tumor,6
Waardenburg syndrome type 2A,6
thyroid sarcoma,6
Coffin-Siris syndrome 2,6
Waardenburg syndrome type 4B,6
Waardenburg syndrome type 4C,6
retroperitoneum carcinoma,6
autosomal dominant non-syndromic intellectual disability 6,6
autosomal recessive nonsyndromic deafness 91,6
autosomal recessive nonsyndromic deafness 98,6
Van den Ende-Gupta syndrome,6
spastic ataxia 4,6
larynx squamous papilloma,6
hypertrophic cardiomyopathy 25,6
atopic dermatitis 3,6
basal laminar drusen,6
autosomal recessive nonsyndromic deafness 16,6
nemaline myopathy 4,6
autosomal recessive nonsyndromic deafness 88,6
autosomal recessive nonsyndromic deafness 12,6
autosomal recessive nonsyndromic deafness 89,6
vulva fibroepithelial polyp,6
autosomal recessive nonsyndromic deafness 93,6
osteoglophonic dwarfism,6
scapuloperoneal spinal muscular atrophy,6
autosomal recessive nonsyndromic deafness 103,6
autosomal recessive nonsyndromic deafness 102,6
autosomal recessive nonsyndromic deafness 104,6
selective pituitary resistance to thyroid hormone,6
autosomal recessive nonsyndromic deafness 101,6
Loeys-Dietz syndrome 4,6
Noonan syndrome 6,6
testicular lymphoma,6
mitochondrial complex III deficiency,6
Noonan syndrome 5,6
synovial angioma,6
childhood teratoma of the ovary,6
autosomal dominant non-syndromic intellectual disability44,6
postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,6
hypertrophic cardiomyopathy 7,6
hypertrophic cardiomyopathy 16,6
hypertrophic cardiomyopathy 11,6
anterior cranial fossa meningioma,6
hypertrophic cardiomyopathy 10,6
congenital diarrhea 6,6
malignant breast melanoma,6
autosomal dominant nonsyndromic deafness 25,6
autosomal recessive non-syndromic intellectual disability,6
prostate neuroendocrine neoplasm,6
hypertrophic cardiomyopathy 12,6
autosomal recessive nonsyndromic deafness 70,6
sclerosteosis 1,6
breast neuroendocrine neoplasm,6
brachydactyly type A3,6
breast giant fibroadenoma,6
autosomal dominant nonsyndromic deafness 23,6
autosomal dominant nonsyndromic deafness 50,6
autosomal dominant nonsyndromic deafness 2A,6
Joubert syndrome 2,6
neuronal ceroid lipofuscinosis 4A,6
autosomal dominant nonsyndromic deafness 5,6
autosomal dominant nonsyndromic deafness 4B,6
autosomal dominant nonsyndromic deafness 2B,6
severe congenital neutropenia,6
neuronal ceroid lipofuscinosis 11,6
isolated growth hormone deficiency type II,6
Charcot-Marie-Tooth disease axonal type 2Z,6
retinitis pigmentosa 6,6
Joubert syndrome with renal defect,6
Bamforth-Lazarus syndrome,6
autosomal recessive nonsyndromic deafness 67,6
autosomal recessive nonsyndromic deafness 66,6
non-syndromic pontocerebellar hypoplasia,6
sinoatrial node disease,6
autosomal dominant nonsyndromic deafness 10,6
autosomal dominant nonsyndromic deafness 13,6
autosomal dominant nonsyndromic deafness 15,6
advanced sleep phase syndrome 2,6
maturity-onset diabetes of the young type 13,6
hemochromatosis type 5,6
adenosquamous colon carcinoma,6
Alzheimer disease 4,6
Joubert syndrome 15,6
Toriello-Lacassie-Droste syndrome,6
autosomal recessive nonsyndromic deafness 61,6
autosomal recessive nonsyndromic deafness 63,6
congenital diarrhea 7 with exudative enteropathy,6
autosomal dominant nonsyndromic deafness 36,6
paternal uniparental disomy of chromosome 14,6
isolated growth hormone deficiency type IA,6
dysembryoplastic neuroepithelial tumour,6
autosomal recessive nonsyndromic deafness 59,6
congenital malabsorptive diarrhea 4,6
KBG syndrome,6
"spondyloepimetaphyseal dysplasia, Genevieve type",6
encephalopathy due to prosaposin deficiency,6
gallbladder papillary carcinoma,6
autosomal recessive nonsyndromic deafness 77,6
hereditary hypophosphatemic rickets with hypercalciuria,6
anal margin carcinoma,6
schizophrenia 18,6
colon carcinoma,6
ethmoid sinus ectopic meningioma,6
autosomal dominant nonsyndromic deafness 41,6
idiopathic CD4 lymphocytopenia,6
perianal skin Paget's disease,6
rectum Kaposi's sarcoma,6
renal pelvis papillary tumor,6
multiple mitochondrial dysfunctions syndrome 1,6
torsion dystonia 7,6
renal pelvis transitional cell carcinoma,6
corpus callosum agenesis-abnormal genitalia syndrome,6
spinocerebellar ataxia type 17,6
anal Paget's disease,6
cervicomedullary junction neoplasm,6
complex cortical dysplasia with other brain malformations 6,6
gastric neuroendocrine neoplasm,6
early-onset Parkinson disease 20,6
autosomal dominant nonsyndromic deafness 40,6
autosomal recessive hypophosphatemic rickets,6
spinocerebellar ataxia type 19/22,6
hypomyelinating leukodystrophy 9,6
adult central nervous system embryonal carcinoma,6
autosomal recessive nonsyndromic deafness 74,6
branched-chain keto acid dehydrogenase kinase deficiency,6
cecum lymphoma,6
X-linked spondyloepimetaphyseal dysplasia,6
Ullrich congenital muscular dystrophy,6
chest wall bone cancer,6
autosomal dominant nonsyndromic deafness 48,6
endocervical carcinoma,6
nodular basal cell carcinoma,6
neuronal ceroid lipofuscinosis 9,6
autosomal dominant nonsyndromic deafness 28,6
mitochondrial DNA depletion syndrome 3,6
autosomal dominant nonsyndromic deafness 44,6
